title,description,Genre,Actors,Poster,imdb_score,tags
Bleach,"High school student Ichigo Kurosaki lives an ordinary life, besides being able to see ghosts and the blurry memories of his mother's death under strange circumstances when he was a kid. His peaceful world suddenly breaks as he meets Rukia Kuchiki, a God of Death.","Action, Adventure, Fantasy","Sôta Fukushi, Ryô Yoshizawa, Erina Mano, Hana Sugisaki",https://m.media-amazon.com/images/M/MV5BNjdiYWZiOTQtZmQ4My00YWNiLTllMDEtYWQxODFjNjgzNTNiXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_SX300.jpg,6.4,"High school student Ichigo Kurosaki lives an ordinary life, besides being able to see ghosts and the blurry memories of his mother's death under strange circumstances when he was a kid. His peaceful world suddenly breaks as he meets Rukia Kuchiki, a God of Death.MOVIEAction, Adventure, FantasyJPSôta Fukushi, Ryô Yoshizawa, Erina Mano, Hana Sugisaki"
Bleach,"High school student Ichigo Kurosaki lives an ordinary life, besides being able to see ghosts and the blurry memories of his mother's death under strange circumstances when he was a kid. His peaceful world suddenly breaks as he meets Rukia Kuchiki, a God of Death.","Animation, Action, Adventure, Fantasy","Michelle Ruff, Johnny Yong Bosch, Jamieson Price, Stephanie Sheh",https://images-na.ssl-images-amazon.com/images/M/MV5BZjE0YjVjODQtZGY2NS00MDcyLThhMDAtZGQwMTZiOWNmNjRiXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,6.4,"High school student Ichigo Kurosaki lives an ordinary life, besides being able to see ghosts and the blurry memories of his mother's death under strange circumstances when he was a kid. His peaceful world suddenly breaks as he meets Rukia Kuchiki, a God of Death.MOVIEAnimation, Action, Adventure, FantasyJPMichelle Ruff, Johnny Yong Bosch, Jamieson Price, Stephanie Sheh"
Psychokinesis,"An ordinary guy suddenly finds he has superpowers he can use to help his spirited daughter and the people around them, but he also runs into trouble in the process.","Action, Comedy, Fantasy","Seung-ryong Ryu, Eun-kyung Shim, Jung Yu-mi, Jung-min Park",https://ia.media-imdb.com/images/M/MV5BNDQxZjlhZDQtNzEzMS00NGQ5LWEwMzMtZTM0NWI2NmViZWRmXkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_SX300.jpg,5.9,"An ordinary guy suddenly finds he has superpowers he can use to help his spirited daughter and the people around them, but he also runs into trouble in the process.MOVIEAction, Comedy, FantasyKRSeung-ryong Ryu, Eun-kyung Shim, Jung Yu-mi, Jung-min Park"
Gaga: Five Foot Two,Go behind the scenes with pop provocateur Lady Gaga as she releases a bold new album and prepares for her Super Bowl halftime show.,"Documentary, Music","Sandra Amador, BloodPop, Michael Bearden, Tony Bennett",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNzAxNTM0MV5BMl5BanBnXkFtZTgwODE1NzMzMzI@._V1_SX300.jpg,7.0,"Go behind the scenes with pop provocateur Lady Gaga as she releases a bold new album and prepares for her Super Bowl halftime show.MOVIEDocumentary, MusicUSSandra Amador, BloodPop, Michael Bearden, Tony Bennett"
Fullmetal Alchemist,Two alchemist brothers go on a quest for the Philosopher's Stone after an attempt to revive their dead mother goes horribly wrong.,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi","Vic Mignogna, Romi Pak, Aaron Dismuke, Rie Kugimiya",https://images-na.ssl-images-amazon.com/images/M/MV5BMjYwNDlhMWYtMWE1ZS00ZjVhLWI1NzItMjQ5ZGI4NTIwZjQ5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,5.2,"Two alchemist brothers go on a quest for the Philosopher's Stone after an attempt to revive their dead mother goes horribly wrong.MOVIEAnimation, Action, Adventure, Comedy, Drama, Fantasy, Sci-FiJPVic Mignogna, Romi Pak, Aaron Dismuke, Rie Kugimiya"
The Angel,"True story of Ashraf Marwan, who was President Nasser's son-in-law and special adviser and confidant to his successor Anwar Sadat - while simultaneously Israeli Intelligence's most precious asset of the 20th century. Based on NYT bestselling book 'The Angel: The Egyptian Spy Who Saved Israel' by Uri Bar-Joseph.","Drama, Thriller","Waleed Zuaiter, Marwan Kenzari, Hannah Ware, Toby Kebbell",https://m.media-amazon.com/images/M/MV5BZGI4OTIzNDktNmVmNi00M2YyLWJjYzItOTNjZjUyOWI4YjIwXkEyXkFqcGdeQXVyNDE3MTQ0Mg@@._V1_SX300.jpg,6.6,"True story of Ashraf Marwan, who was President Nasser's son-in-law and special adviser and confidant to his successor Anwar Sadat - while simultaneously Israeli Intelligence's most precious asset of the 20th century. Based on NYT bestselling book 'The Angel: The Egyptian Spy Who Saved Israel' by Uri Bar-Joseph.MOVIEDrama, ThrillerIL, MA, US, BG, GBWaleed Zuaiter, Marwan Kenzari, Hannah Ware, Toby Kebbell"
White Fang,A loyal wolfdog’s curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.,"Animation, Adventure","Dominique Pinon, Raphaël Personnaz, Virginie Efira, Frantz Confiac",https://m.media-amazon.com/images/M/MV5BNDZjZjkyYTMtMTMyZS00YjNjLTg3MTQtMWQ4NTRmMWNjNTY3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,6.9,"A loyal wolfdog’s curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.MOVIEAnimation, AdventureFR, LU, USDominique Pinon, Raphaël Personnaz, Virginie Efira, Frantz Confiac"
The Resistance Banker,"In the occupied Netherlands during World War II, banker Walraven van Hall is asked to use his financial contacts to help the Dutch resistance. With his brother Gijs, he comes up with a risky plan to take out huge loans and use the money to finance the Resistance.","Biography, Drama, War","Jacob Derwig, Fockeline Ouwerkerk, Pierre Bokma, Barry Atsma",https://ia.media-imdb.com/images/M/MV5BZGYzYTExOWEtMDlhZi00ZGVkLTg0NWYtZDZlN2UzZWZjYTE4XkEyXkFqcGdeQXVyMjI5NzU3Nzc@._V1_SX300.jpg,6.9,"In the occupied Netherlands during World War II, banker Walraven van Hall is asked to use his financial contacts to help the Dutch resistance. With his brother Gijs, he comes up with a risky plan to take out huge loans and use the money to finance the Resistance.MOVIEBiography, Drama, WarNLJacob Derwig, Fockeline Ouwerkerk, Pierre Bokma, Barry Atsma"
The Battleship Island,"During the Japanese colonial era, roughly 400 Korean people, who were forced onto Battleship Island (‘Hashima Island’) to mine for coal, attempt to escape.","Action, Drama, History","Lee Jung-hyun, Hwang Jung-min, Song Joong-Ki, So Ji-seob",https://m.media-amazon.com/images/M/MV5BZDEwMDIxYzMtMGNhNC00MjJkLTkyODktOWUxMjlhYzBlMGE0XkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_SX300.jpg,7.1,"During the Japanese colonial era, roughly 400 Korean people, who were forced onto Battleship Island (‘Hashima Island’) to mine for coal, attempt to escape.MOVIEAction, Drama, HistoryKRLee Jung-hyun, Hwang Jung-min, Song Joong-Ki, So Ji-seob"
Lu Over the Wall,"In an small fishing village, a gloomy middle school student named Kai meets a mermaid named Lu.","Animation, Adventure, Comedy, Family, Fantasy, Music","Kanon Tani, Minako Kotobuki, Shôta Shimoda, Sôma Saitô",https://ia.media-imdb.com/images/M/MV5BMTgzMTY0MTU4OF5BMl5BanBnXkFtZTgwOTA4OTQxNTM@._V1_SX300.jpg,6.8,"In an small fishing village, a gloomy middle school student named Kai meets a mermaid named Lu.MOVIEAnimation, Adventure, Comedy, Family, Fantasy, MusicJPKanon Tani, Minako Kotobuki, Shôta Shimoda, Sôma Saitô"
Hampstead,"Emily Walters is an American widow living a peaceful, uneventful existence in the idyllic Hampstead Village of London, when she meets  local recluse, Donald Horner. For 17 years, Donald has lived—wildly yet peacefully—in a ramshackle hut near the edge of the forest. When Emily learns his home is the target of developers who will stop at nothing to remove him, saving Donald and his property becomes her personal mission. Despite his gruff exterior and polite refusals for help, Emily is drawn to him—as he is to her—and what begins as a charitable cause evolves into a relationship that will grow even as the bulldozers close in.","Comedy, Drama, Romance","Diane Keaton, James Norton, Brendan Gleeson, Lesley Manville",https://m.media-amazon.com/images/M/MV5BMThhNGZiYjYtNWM5NC00NzMzLWIzOTUtZmJiYjE4MmRlMTc3XkEyXkFqcGdeQXVyMTM3NzQ5NzQ@._V1_SX300.jpg,6.0,"Emily Walters is an American widow living a peaceful, uneventful existence in the idyllic Hampstead Village of London, when she meets  local recluse, Donald Horner. For 17 years, Donald has lived—wildly yet peacefully—in a ramshackle hut near the edge of the forest. When Emily learns his home is the target of developers who will stop at nothing to remove him, saving Donald and his property becomes her personal mission. Despite his gruff exterior and polite refusals for help, Emily is drawn to him—as he is to her—and what begins as a charitable cause evolves into a relationship that will grow even as the bulldozers close in.MOVIEComedy, Drama, RomanceGBDiane Keaton, James Norton, Brendan Gleeson, Lesley Manville"
The Open House,A teenager and his mother find themselves besieged by threatening forces when they move into a new house.,"Horror, Thriller","Patricia Bethune, Sharif Atkins, Dylan Minnette, Piercey Dalton",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MjQxNjk3Ml5BMl5BanBnXkFtZTgwOTM3NzY0NDM@._V1_SX300.jpg,3.2,"A teenager and his mother find themselves besieged by threatening forces when they move into a new house.MOVIEHorror, ThrillerUSPatricia Bethune, Sharif Atkins, Dylan Minnette, Piercey Dalton"
Catfight,The rivalry between two former college friends comes to a head when they both attend the same glamorous event.,"Action, Comedy, Drama","Sandra Oh, Alicia Silverstone, Amy Hill, Anne Heche",https://images-na.ssl-images-amazon.com/images/M/MV5BNTM4Nzg2MTI1NV5BMl5BanBnXkFtZTgwNjIwODcyMTI@._V1_SX300.jpg,5.9,"The rivalry between two former college friends comes to a head when they both attend the same glamorous event.MOVIEAction, Comedy, DramaUSSandra Oh, Alicia Silverstone, Amy Hill, Anne Heche"
Take Me,Ray is a fledgling entrepreneur who specializes in high-end simulated abductions. He jumps at the chance when a mysterious client contracts him for a weekend kidnapping with a handsome payday at the end. But the job isn't all that it seems.,"Comedy, Crime","Taylor Schilling, Pat Healy, Jim O'Heir, Alycia Delmore",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5Mjc1NzIzMF5BMl5BanBnXkFtZTgwOTg3NDEwMjI@._V1_SX300.jpg,6.1,"Ray is a fledgling entrepreneur who specializes in high-end simulated abductions. He jumps at the chance when a mysterious client contracts him for a weekend kidnapping with a handsome payday at the end. But the job isn't all that it seems.MOVIEComedy, CrimeUSTaylor Schilling, Pat Healy, Jim O'Heir, Alycia Delmore"
MFKZ,"Angelino is just one of thousands of deadbeats living in Dark Meat City. But an otherwise unremarkable scooter accident caused by a beautiful, mysterious stranger is about to transform his life... into a waking nightmare! He starts seeing monstrous forms prowling around all over the city... Is Angelino losing his mind, or could an alien invasion really be happening this quietly...?","Animation, Action, Comedy, Sci-Fi, Thriller","Orelsan, Redouanne Harjane, Gringe, Féodor Atkine",https://m.media-amazon.com/images/M/MV5BOTc3MTVjMDEtZDk4Zi00M2I2LTk4YzctZTkxNjVhNDI0OGRlXkEyXkFqcGdeQXVyNDA5NDYyNDY@._V1_SX300.jpg,6.7,"Angelino is just one of thousands of deadbeats living in Dark Meat City. But an otherwise unremarkable scooter accident caused by a beautiful, mysterious stranger is about to transform his life... into a waking nightmare! He starts seeing monstrous forms prowling around all over the city... Is Angelino losing his mind, or could an alien invasion really be happening this quietly...?MOVIEAnimation, Action, Comedy, Sci-Fi, ThrillerJP, FROrelsan, Redouanne Harjane, Gringe, Féodor Atkine"
Steel Rain,"Amid a coup, a North Korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a Korean war.","Action, Drama, Thriller","Eui-sung Kim, Do-won Kwak, Kim Kap-su, Jung Woo-sung",https://images-na.ssl-images-amazon.com/images/M/MV5BYzI0YjY0ODktOWU3MC00MjkyLThiNjQtNGM5NTllODRhOWQwXkEyXkFqcGdeQXVyNDcyMjQ4MzU@._V1_SX300.jpg,7.1,"Amid a coup, a North Korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a Korean war.MOVIEAction, Drama, ThrillerKREui-sung Kim, Do-won Kwak, Kim Kap-su, Jung Woo-sung"
Sad Hill Unearthed,"Film fans work to restore the set of the climatic graveyard scene from the iconic spaghetti western “The Good, the Bad and the Ugly,” directed by Sergio Leone in 1966.",Documentary,"Ennio Morricone, Joe Dante, James Hetfield, Clint Eastwood",https://images-na.ssl-images-amazon.com/images/M/MV5BZTcwMDkzZDUtY2NmZS00NDI0LWI1YzUtOGFmNzliZmU2NTQyXkEyXkFqcGdeQXVyNTM3NjcyODQ@._V1_SX300.jpg,7.4,"Film fans work to restore the set of the climatic graveyard scene from the iconic spaghetti western “The Good, the Bad and the Ugly,” directed by Sergio Leone in 1966.MOVIEDocumentaryESEnnio Morricone, Joe Dante, James Hetfield, Clint Eastwood"
Zero,"Short in stature but big on love, a bachelor meets two very different women who broaden his horizons and help him find purpose in life.","Comedy, Drama, Romance","Katrina Kaif, Anushka Sharma, Shah Rukh Khan, Mohd. Zeeshan Ayyub",https://m.media-amazon.com/images/M/MV5BNzg5YjA4ZTgtZGI3MC00ODVkLTliYmEtOWQ1NTY1ODg0ZjU1XkEyXkFqcGdeQXVyNzI5NjYzODI@._V1_SX300.jpg,5.2,"Short in stature but big on love, a bachelor meets two very different women who broaden his horizons and help him find purpose in life.MOVIEComedy, Drama, RomanceINKatrina Kaif, Anushka Sharma, Shah Rukh Khan, Mohd. Zeeshan Ayyub"
The Christmas Chronicles,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.","Adventure, Comedy, Family, Fantasy","Kimberly Williams-Paisley, David Kohlsmith, Jesse Gervasi, Oliver Hudson",https://m.media-amazon.com/images/M/MV5BYTBjYTVjZjktNDU2ZC00ZTE2LTg4MjItYmFmY2FiYmNlY2VlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.0,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.MOVIEAdventure, Comedy, Family, FantasyUSKimberly Williams-Paisley, David Kohlsmith, Jesse Gervasi, Oliver Hudson"
Nothing to Hide,"To spice up a dinner party, old friends agree to share every private message that pops up on their phones -- with disastrous results.","Comedy, Drama","Bérénice Bejo, Stéphane De Groodt, Vincent Elbaz, Suzanne Clément",https://m.media-amazon.com/images/M/MV5BZDBkYWJlNmYtMWM2Yy00NzJkLWIyZWItNWJhZTZhNDBkZDc5XkEyXkFqcGdeQXVyNTc5OTMwOTQ@._V1_SX300.jpg,6.8,"To spice up a dinner party, old friends agree to share every private message that pops up on their phones -- with disastrous results.MOVIEComedy, DramaBE, FR, ITBérénice Bejo, Stéphane De Groodt, Vincent Elbaz, Suzanne Clément"
The Ottoman Lieutenant,"Lillie, a determined American woman, ventures overseas to join Dr. Jude at a remote medical mission in the Ottoman Empire (now Turkey). However, Lillie soon finds herself at odds with Jude and the mission’s founder, Woodruff, when she falls for the titular military man, Ismail, just as the war is about to erupt.","Drama, War","Ben Kingsley, Josh Hartnett, Hera Hilmar, Michiel Huisman",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3ZDVlMjgtNTM4Yi00ZTQ3LThmM2QtYzdjZmRjMTcxMTkzXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg,6.4,"Lillie, a determined American woman, ventures overseas to join Dr. Jude at a remote medical mission in the Ottoman Empire (now Turkey). However, Lillie soon finds herself at odds with Jude and the mission’s founder, Woodruff, when she falls for the titular military man, Ismail, just as the war is about to erupt.MOVIEDrama, WarTR, USBen Kingsley, Josh Hartnett, Hera Hilmar, Michiel Huisman"
Casting JonBenet,"Twenty years after the modern world's most notorious child murder, the legacy of the crime and its impact are explored.",Documentary,"Liv Bagley, Shylee Sagle, Aeona Cruz, Hannah Cagwin",https://images-na.ssl-images-amazon.com/images/M/MV5BNDgwODk5ODk4OV5BMl5BanBnXkFtZTgwNzA3MzU4MTI@._V1_SX300.jpg,6.1,"Twenty years after the modern world's most notorious child murder, the legacy of the crime and its impact are explored.MOVIEDocumentaryUS, AULiv Bagley, Shylee Sagle, Aeona Cruz, Hannah Cagwin"
The World Is Yours,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.","Comedy, Crime","Oulaya Amamra, Isabelle Adjani, Vincent Cassel, Karim Leklou",https://m.media-amazon.com/images/M/MV5BYzA1Y2Q4NTEtMGE3NS00MmMyLTkxNTEtNTRhZGFmYmZkNGYyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,6.3,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.MOVIEComedy, CrimeFROulaya Amamra, Isabelle Adjani, Vincent Cassel, Karim Leklou"
